original_file_name,current_location,selected_for_website,project_or_section,asset_type,final_filename,final_website_location,suggested_caption,suggested_alt_text,usage_notes
Project 01_ Sustainable Incense Brand/Branding & Logo/Soft Landing with white box incense Product.png,assets/projects/cyta/identity/soft-landing-with-white-box-incense-product.png,no,Cyta sustainable incense brand / identity,gallery image,,,,,Not selected; existing files and manifest entries were left untouched.
Project 01_ Sustainable Incense Brand/Cold Grey Incense Product Picture.jpg,assets/projects/cyta/product/cold-grey-incense-product-picture.jpg,yes,Cyta / Sustainable Incense Brand,gallery image,cyta-gallery-incense-product-cold-grey-01.jpg,assets/projects/cyta/cyta-gallery-incense-product-cold-grey-01.jpg,Cyta incense product photographed in cool grey light.,Cyta incense product photographed against a cool grey setting.,Selected for the first website build; create responsive derivatives during implementation.
Project 01_ Sustainable Incense Brand/Cyta Incense Sourcing Factory Visit/Incense Retail Store in progress.jpeg,assets/projects/cyta/sourcing/incense-retail-store-in-progress.jpg,yes,Cyta / Sustainable Incense Brand,gallery image,cyta-gallery-retail-store-visit-01.jpg,assets/projects/cyta/cyta-gallery-retail-store-visit-01.jpg,Incense retail environment observed during sourcing research.,Incense products and displays inside a retail store visited during Cyta sourcing research.,Selected for the first website build; create responsive derivatives during implementation.
Project 01_ Sustainable Incense Brand/Cyta Incense Sourcing Factory Visit/Sourcing Visit 01.jpeg,assets/projects/cyta/sourcing/sourcing-visit-01.jpg,yes,Cyta / Sustainable Incense Brand,gallery image,cyta-gallery-sourcing-visit-01.jpg,assets/projects/cyta/cyta-gallery-sourcing-visit-01.jpg,"Cyta sourcing visit, image 1.","Documentary photograph from a Cyta incense sourcing visit, image 1.",Selected for the first website build; create responsive derivatives during implementation.
Project 01_ Sustainable Incense Brand/Cyta Incense Sourcing Factory Visit/Sourcing Visit 02.jpeg,assets/projects/cyta/sourcing/sourcing-visit-02.jpg,yes,Cyta / Sustainable Incense Brand,gallery image,cyta-gallery-sourcing-visit-02.jpg,assets/projects/cyta/cyta-gallery-sourcing-visit-02.jpg,"Cyta sourcing visit, image 2.","Documentary photograph from a Cyta incense sourcing visit, image 2.",Selected for the first website build; create responsive derivatives during implementation.
Project 01_ Sustainable Incense Brand/Incense workshop/DSC_1473.JPG,assets/projects/cyta/workshop/dsc-1473.jpg,yes,Cyta / Sustainable Incense Brand,gallery image,cyta-gallery-incense-workshop-01.jpg,assets/projects/cyta/cyta-gallery-incense-workshop-01.jpg,"Hands-on incense workshop, image 1.","Documentary photograph from a hands-on incense workshop, image 1.",Selected for the first website build; create responsive derivatives during implementation.
Project 01_ Sustainable Incense Brand/Incense workshop/DSC_1481.JPG,assets/projects/cyta/workshop/dsc-1481.jpg,yes,Cyta / Sustainable Incense Brand,gallery image,cyta-gallery-incense-workshop-02.jpg,assets/projects/cyta/cyta-gallery-incense-workshop-02.jpg,"Hands-on incense workshop, image 2.","Documentary photograph from a hands-on incense workshop, image 2.",Selected for the first website build; create responsive derivatives during implementation.
Project 01_ Sustainable Incense Brand/Incense workshop/DSC_1498.JPG,assets/projects/cyta/workshop/dsc-1498.jpg,yes,Cyta / Sustainable Incense Brand,gallery image,cyta-gallery-incense-workshop-03.jpg,assets/projects/cyta/cyta-gallery-incense-workshop-03.jpg,"Hands-on incense workshop, image 3.","Documentary photograph from a hands-on incense workshop, image 3.",Selected for the first website build; create responsive derivatives during implementation.
Project 01_ Sustainable Incense Brand/Incense workshop/DSC_1517.JPG,assets/projects/cyta/workshop/dsc-1517.jpg,yes,Cyta / Sustainable Incense Brand,gallery image,cyta-gallery-incense-workshop-04.jpg,assets/projects/cyta/cyta-gallery-incense-workshop-04.jpg,"Hands-on incense workshop, image 4.","Documentary photograph from a hands-on incense workshop, image 4.",Selected for the first website build; create responsive derivatives during implementation.
Project 01_ Sustainable Incense Brand/Incense workshop/DSC_1519.JPG,assets/projects/cyta/workshop/dsc-1519.jpg,yes,Cyta / Sustainable Incense Brand,gallery image,cyta-gallery-incense-workshop-05.jpg,assets/projects/cyta/cyta-gallery-incense-workshop-05.jpg,"Hands-on incense workshop, image 5.","Documentary photograph from a hands-on incense workshop, image 5.",Selected for the first website build; create responsive derivatives during implementation.
Project 01_ Sustainable Incense Brand/Inspirations/1DD29E1C-1CB5-4494-89AB-9B47C14E237F.png,design-references/cyta-inspiration/1dd29e1c-1cb5-4494-89ab-9b47c14e237f.png,no,Cyta sustainable incense brand / visual research,archive,,,,,Not selected; existing files and manifest entries were left untouched.
Project 01_ Sustainable Incense Brand/Inspirations/C8A525FA-AF7E-4FBC-8272-A027AD34F50C.png,design-references/cyta-inspiration/c8a525fa-af7e-4fbc-8272-a027ad34f50c.png,no,Cyta sustainable incense brand / visual research,archive,,,,,Not selected; existing files and manifest entries were left untouched.
Project 01_ Sustainable Incense Brand/Inspirations/Childhood Quilt.jpeg,design-references/cyta-inspiration/childhood-quilt.jpg,no,Cyta sustainable incense brand / visual research,archive,,,,,Not selected; existing files and manifest entries were left untouched.
Project 01_ Sustainable Incense Brand/Inspirations/Chinese Caligraphy.jpeg,design-references/cyta-inspiration/chinese-caligraphy.jpg,no,Cyta sustainable incense brand / visual research,archive,,,,,Not selected; existing files and manifest entries were left untouched.
Project 01_ Sustainable Incense Brand/Inspirations/IMG_5296.JPG,design-references/cyta-inspiration/img-5296.jpg,no,Cyta sustainable incense brand / visual research,archive,,,,,Not selected; existing files and manifest entries were left untouched.
Project 01_ Sustainable Incense Brand/Transparent Background.png,assets/projects/cyta/product/transparent-background.png,yes,Cyta / Sustainable Incense Brand,gallery image,cyta-gallery-packaging-still-life-01.png,assets/projects/cyta/cyta-gallery-packaging-still-life-01.png,Cyta packaging still life prepared for flexible layouts.,Cut-out product still life showing Cyta incense packaging.,Selected for the first website build; create responsive derivatives during implementation.
Project 01_ Sustainable Incense Brand/Warm Yellow Light Incense Product Picture.jpg,assets/projects/cyta/product/warm-yellow-light-incense-product-picture.jpg,yes,Cyta / Sustainable Incense Brand,gallery image,cyta-gallery-incense-product-warm-light-01.jpg,assets/projects/cyta/cyta-gallery-incense-product-warm-light-01.jpg,Cyta incense product photographed in warm light.,Cyta incense product photographed in a warm yellow light setting.,Selected for the first website build; create responsive derivatives during implementation.
Project 04 - Cross Border Ecommerce/39efa3ebb6042dae154bf97b249a556e.jpg,assets/projects/cross-border/factory-production-process.jpg,yes,Cross-Border E-commerce & Operations,gallery image,ecommerce-gallery-digital-printing-01.jpg,assets/projects/cross-border-ecommerce/ecommerce-gallery-digital-printing-01.jpg,Digital textile printing observed during a factory visit.,Industrial digital textile printer producing a printed fabric panel.,Selected for the first website build; create responsive derivatives during implementation.
Project 04 - Cross Border Ecommerce/a4c2eadbb338ce7da5b64596b3e7b668.jpg,assets/projects/cross-border/supplier-warehouse-content.jpg,yes,Cross-Border E-commerce & Operations,project cover,ecommerce-cover-factory-production-01.jpg,assets/projects/previews/main/ecommerce-cover-factory-production-01.jpg,Embroidery production during a supplier factory visit.,Row of industrial embroidery machines inside a garment production facility.,Selected for the first website build; create responsive derivatives during implementation.
Project 04 - Cross Border Ecommerce/cd475602bb7ca24a8d45aae6f1b8b3dc.jpg,assets/projects/cross-border/supplier-warehouse-visit.jpg,yes,Cross-Border E-commerce & Operations,gallery image,ecommerce-gallery-supplier-warehouse-01.jpg,assets/projects/cross-border-ecommerce/ecommerce-gallery-supplier-warehouse-01.jpg,Supplier warehouse visit during cross-border operations work.,Group walking through a garment supplier warehouse lined with shelving and stock.,Selected for the first website build; create responsive derivatives during implementation.
Project 05 - Marketing Retail Projects/Bachelor Final Major Project/Creative Outcome cp.pdf,archive/source-documents/marketing-retail/bachelor-fmp-creative-outcome.pdf,yes,Marketing & Retail Projects,source document,marketing-retail-bachelor-fmp-creative-outcome-01.pdf,assets/archive/source-documents/marketing-retail-bachelor-fmp-creative-outcome-01.pdf,Bachelor final-major-project creative outcome.,Not applicable - archived source PDF.,Archive only; use selected web-ready spreads instead of the full PDF.
Project 05 - Marketing Retail Projects/Bachelor Final Major Project/Illustrated Report cp.pdf,archive/source-documents/marketing-retail/bachelor-fmp-illustrated-report.pdf,yes,Marketing & Retail Projects,source document,marketing-retail-bachelor-fmp-illustrated-report-01.pdf,assets/archive/source-documents/marketing-retail-bachelor-fmp-illustrated-report-01.pdf,Bachelor final-major-project illustrated report.,Not applicable - archived source PDF.,Archive only; use selected web-ready spreads instead of the full PDF.
Project 05 - Marketing Retail Projects/ICICLE Business Proposal.pdf,archive/source-documents/marketing-retail/icicle-business-proposal.pdf,yes,Marketing & Retail Projects,source document,marketing-retail-icicle-proposal-01.pdf,assets/archive/source-documents/marketing-retail-icicle-proposal-01.pdf,ICICLE business proposal on gamification and sustainable brand perception.,Not applicable - archived source PDF.,Archive only; use selected web-ready spreads instead of the full PDF.
Screenshot 2026-06-23 at 6.54.53 PM.png,/Users/yuhanlee/Desktop/web-ready spreads/Screenshot 2026-06-23 at 6.54.53 PM.png,yes,Marketing & Retail Projects,web-ready spread,marketing-retail-icicle-spread-01.png,assets/projects/marketing-retail/web-ready-spreads/marketing-retail-icicle-spread-01.png,"Gamification visualisation introducing material stories across organic cotton, bamboo and recycled PET.","ICICLE gamification concept displayed on a desktop screen with organic cotton, bamboo and recycled PET material stories.",Selected web-ready spread; use within the Marketing & Retail case study.
Screenshot 2026-06-23 at 6.55.09 PM.png,/Users/yuhanlee/Desktop/web-ready spreads/Screenshot 2026-06-23 at 6.55.09 PM.png,yes,Marketing & Retail Projects,web-ready spread,marketing-retail-icicle-spread-02.png,assets/projects/marketing-retail/web-ready-spreads/marketing-retail-icicle-spread-02.png,Traceability visualisation connecting a garment tag and QR code to the customer journey.,"ICICLE gamification screen showing colourful garments, a traceability tag and a QR-code customer journey.",Selected web-ready spread; use within the Marketing & Retail case study.
Screenshot 2026-06-23 at 6.56.11 PM.png,/Users/yuhanlee/Desktop/web-ready spreads/Screenshot 2026-06-23 at 6.56.11 PM.png,yes,Marketing & Retail Projects,web-ready spread,marketing-retail-icicle-spread-03.png,assets/projects/marketing-retail/web-ready-spreads/marketing-retail-icicle-spread-03.png,Research spread decoding the Deprogrammers Gen Z consumer segment.,"Two-page research spread about the Deprogrammers, their core values and sustainable consumer behaviours.",Selected web-ready spread; use within the Marketing & Retail case study.
Screenshot 2026-06-23 at 6.57.49 PM.png,/Users/yuhanlee/Desktop/web-ready spreads/Screenshot 2026-06-23 at 6.57.49 PM.png,yes,Marketing & Retail Projects,project cover,marketing-retail-icicle-spread-04.png,assets/projects/marketing-retail/web-ready-spreads/marketing-retail-icicle-spread-04.png,ICICLE proposal cover exploring gamification and sustainable brand perception.,"ICICLE business-proposal cover combining a park scene, fashion portrait and sustainability typography.",Chosen as the Marketing & Retail project cover; retain the full ICICLE PDF as archive-only.
Screenshot 2026-06-23 at 6.58.28 PM.png,/Users/yuhanlee/Desktop/web-ready spreads/Screenshot 2026-06-23 at 6.58.28 PM.png,yes,Marketing & Retail Projects,web-ready spread,marketing-retail-icicle-spread-05.png,assets/projects/marketing-retail/web-ready-spreads/marketing-retail-icicle-spread-05.png,Illustrated report cover on sustainable-fashion gamification for Gen Z.,Red illustrated-report cover asking how sustainable fashion brands can use gamification to engage Gen Z customers.,Selected web-ready spread; use within the Marketing & Retail case study.
Academic_Poster.png,assets/projects/previews/main/ai-cx-cover-academic-poster-01.png,yes,AI Customer Experience Research,project cover,ai-cx-cover-academic-poster-01.png,assets/projects/previews/main/ai-cx-cover-academic-poster-01.png,Academic poster summarising research into AI-assisted customer experience for Gen Z consumers with ADHD.,Academic poster on how sustainable fashion brands can use AI to improve customer experience for UK Gen Z consumers with ADHD.,Primary cover for AI Customer Experience Research. Existing file renamed in place; no duplicate created.
fashion-styling-gallery-revolution-01.JPEG,assets/projects/photography/fashion-styling-gallery-revolution-01.JPEG,yes,Photography & Visual Storytelling,gallery image,fashion-styling-gallery-revolution-01.JPEG,assets/projects/photography/fashion-styling-gallery-revolution-01.JPEG,Motion study in gold satin.,Composite fashion photograph showing a model in a gold satin dress moving through a sequence of poses.,Reclassified from Fashion Styling into the final Photography / Visual Storytelling sequence; manually renamed filename preserved.
fashion-styling-gallery-revolution-03.JPEG,assets/projects/photography/fashion-styling-gallery-revolution-03.JPEG,yes,Photography & Visual Storytelling,gallery image,fashion-styling-gallery-revolution-03.JPEG,assets/projects/photography/fashion-styling-gallery-revolution-03.JPEG,Expressive portrait triptych in warm red light.,Triptych of expressive fashion portraits lit in warm red and orange tones.,Reclassified from Fashion Styling into the final Photography / Visual Storytelling sequence; manually renamed filename preserved.
